,Unnamed: 0,Ticker_Symbol,Years,Period_Ending, Total _Revenue ,Revenue,COGS ," Sales, General and Admin. ",R&D,Unnamed: 9,Unnamed: 10, Other_Operating_expense,GICS_Sector,GICS_Sub_Industry,Unnamed: 14,Unnamed: 15,Column1,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
1057,1085,MO,Year 3,12/31/2014," $24,522,000,000 ",24522000000.0," $14,362,000,000 "," $2,541,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Tobacco,,,,,,    ,,
1058,1086,MO,Year 4,12/31/2015," $25,434,000,000 ",25434000000.0," $14,320,000,000 "," $2,749,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Tobacco,,,,,,    ,,
1059,1087,MON,Year 1,8/31/2013," $14,861,000,000 ",14861000000.0," $7,208,000,000 "," $2,550,000,000 "," $1,533,000,000 "," 1,533,000,000 "," 1,533,000,000 ", $-   ,Materials,Fertilizers & Agricultural Chemicals,,,,,," 1,533,000,000 ",,
1060,1088,MON,Year 2,8/31/2014," $15,855,000,000 ",15855000000.0," $7,281,000,000 "," $2,774,000,000 "," $1,725,000,000 "," 1,725,000,000 "," 1,725,000,000 ", $-   ,Materials,Fertilizers & Agricultural Chemicals,,,,,," 1,725,000,000 ",,
1061,1089,MON,Year 3,8/31/2015," $15,001,000,000 ",15001000000.0," $6,819,000,000 "," $2,686,000,000 "," $1,580,000,000 "," 1,580,000,000 "," 1,580,000,000 ", $-   ,Materials,Fertilizers & Agricultural Chemicals,,,,,," 1,580,000,000 ",,
1062,1090,MON,Year 4,8/31/2016," $13,502,000,000 ",13502000000.0," $6,485,000,000 "," $2,833,000,000 "," $1,512,000,000 "," 1,512,000,000 "," 1,512,000,000 ", $-   ,Materials,Fertilizers & Agricultural Chemicals,,,,,," 1,512,000,000 ",,
1063,1091,MOS,Year 1,5/31/2013," $9,974,100,000 ",9974100000.0," $7,213,900,000 "," $550,600,000 ", $-   , -   ,    , $-   ,Materials,Fertilizers & Agricultural Chemicals,,,,,,    ,,
1064,1092,MOS,Year 2,12/31/2014," $9,055,800,000 ",9055800000.0," $7,129,200,000 "," $505,800,000 ", $-   , -   ,    , $-   ,Materials,Fertilizers & Agricultural Chemicals,,,,,,    ,,
1065,1093,MOS,Year 3,12/31/2015," $8,895,300,000 ",8895300000.0," $7,177,400,000 "," $439,100,000 ", $-   , -   ,    , $-   ,Materials,Fertilizers & Agricultural Chemicals,,,,,,    ,,
1066,1094,MOS,Year 4,12/31/2016," $7,162,800,000 ",7162800000.0," $6,352,800,000 "," $491,000,000 ", $-   , -   ,    , $-   ,Materials,Fertilizers & Agricultural Chemicals,,,,,,    ,,
1067,1095,MPC,Year 1,12/31/2012," $82,243,000,000 ",82243000000.0," $68,948,000,000 "," $7,202,000,000 ", $-   , -   ,    ," $995,000,000 ",Energy,Oil & Gas Refining & Marketing & Transportation,,,,,,    ,,
1068,1096,MPC,Year 2,12/31/2013," $100,160,000,000 ",100160000000.0," $87,758,000,000 "," $7,851,000,000 ", $-   , -   ,    ," $1,220,000,000 ",Energy,Oil & Gas Refining & Marketing & Transportation,,,,,,    ,,
1069,1097,MPC,Year 3,12/31/2014," $97,817,000,000 ",97817000000.0," $84,275,000,000 "," $8,450,000,000 ", $-   , -   ,    ," $1,326,000,000 ",Energy,Oil & Gas Refining & Marketing & Transportation,,,,,,    ,,
1070,1098,MPC,Year 4,12/31/2015," $72,051,000,000 ",72051000000.0," $55,891,000,000 "," $10,029,000,000 ", $-   , -   ,    ," $1,646,000,000 ",Energy,Oil & Gas Refining & Marketing & Transportation,,,,,,    ,,
1071,1099,MRK,Year 1,12/31/2012," $47,267,000,000 ",47267000000.0," $16,446,000,000 "," $12,776,000,000 "," $8,168,000,000 "," 8,168,000,000 "," 8,168,000,000 ", $-   ,Health Care,Pharmaceuticals,,,,,," 8,168,000,000 ",,
1072,1100,MRK,Year 2,12/31/2013," $44,033,000,000 ",44033000000.0," $16,954,000,000 "," $11,911,000,000 "," $7,503,000,000 "," 7,503,000,000 "," 7,503,000,000 ", $-   ,Health Care,Pharmaceuticals,,,,,," 7,503,000,000 ",,
1073,1101,MRK,Year 3,12/31/2014," $42,237,000,000 ",42237000000.0," $16,768,000,000 "," $11,606,000,000 "," $7,180,000,000 "," 7,180,000,000 "," 7,180,000,000 ", $-   ,Health Care,Pharmaceuticals,,,,,," 7,180,000,000 ",,
1074,1102,MRK,Year 4,12/31/2015," $39,498,000,000 ",39498000000.0," $14,934,000,000 "," $10,313,000,000 "," $6,704,000,000 "," 6,704,000,000 "," 6,704,000,000 ", $-   ,Health Care,Pharmaceuticals,,,,,," 6,704,000,000 ",,
1075,1103,MRO,Year 1,12/31/2012," $11,966,000,000 ",11966000000.0," $2,079,000,000 "," $4,017,000,000 ", $-   , -   ,    ," $2,008,000,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,
1076,1104,MRO,Year 2,12/31/2013," $11,325,000,000 ",11325000000.0," $2,156,000,000 "," $3,469,000,000 ", $-   , -   ,    ," $2,500,000,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,
1077,1105,MRO,Year 3,12/31/2014," $10,846,000,000 ",10846000000.0," $2,246,000,000 "," $3,627,000,000 ", $-   , -   ,    ," $2,861,000,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,
1078,1106,MRO,Year 4,12/31/2015," $5,522,000,000 ",5522000000.0," $1,694,000,000 "," $1,831,000,000 ", $-   , -   ,    ," $2,957,000,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,
1079,1107,MSFT,Year 1,6/30/2013," $77,849,000,000 ",77849000000.0," $20,385,000,000 "," $20,289,000,000 "," $10,411,000,000 "," 10,411,000,000 "," 10,411,000,000 ", $-   ,Information Technology,Systems Software,,,,,," 10,411,000,000 ",,
1080,1108,MSFT,Year 2,6/30/2014," $86,833,000,000 ",86833000000.0," $27,078,000,000 "," $20,488,000,000 "," $11,381,000,000 "," 11,381,000,000 "," 11,381,000,000 ", $-   ,Information Technology,Systems Software,,,,,," 11,381,000,000 ",,
1081,1109,MSFT,Year 3,6/30/2015," $93,580,000,000 ",93580000000.0," $33,038,000,000 "," $20,324,000,000 "," $12,046,000,000 "," 12,046,000,000 "," 12,046,000,000 ", $-   ,Information Technology,Systems Software,,,,,," 12,046,000,000 ",,
1082,1110,MSFT,Year 4,6/30/2016," $85,320,000,000 ",85320000000.0," $32,780,000,000 "," $19,260,000,000 "," $11,988,000,000 "," 11,988,000,000 "," 11,988,000,000 ", $-   ,Information Technology,Systems Software,,,,,," 11,988,000,000 ",,
1083,1111,MTB,Year 1,12/31/2012," $4,608,955,000 ",4608955000.0," $116,586,000 "," $2,448,629,000 ", $-   , -   ,    ," $264,631,000 ",Financials,Banks,,,,,,    ,,
1084,1112,MTB,Year 2,12/31/2013," $4,822,539,000 ",4822539000.0," $83,692,000 "," $2,540,954,000 ", $-   , -   ,    ," $231,912,000 ",Financials,Banks,,,,,,    ,,
1085,1113,MTB,Year 3,12/31/2014," $4,736,150,000 ",4736150000.0," $63,083,000 "," $2,655,650,000 ", $-   , -   ,    ," $157,824,000 ",Financials,Banks,,,,,,    ,,
1086,1114,MTB,Year 4,12/31/2015," $4,995,881,000 ",4995881000.0," $73,814,000 "," $2,796,508,000 ", $-   , -   ,    ," $196,424,000 ",Financials,Banks,,,,,,    ,,
1087,1115,MTD,Year 1,12/31/2013," $2,378,972,000 ",2378972000.0," $1,097,041,000 "," $692,693,000 "," $116,346,000 "," 116,346,000 "," 116,346,000 "," $24,539,000 ",Health Care,Life Sciences Tools & Services,,,,,," 116,346,000 ",,
1088,1116,MTD,Year 2,12/31/2014," $2,485,983,000 ",2485983000.0," $1,127,233,000 "," $728,582,000 "," $123,297,000 "," 123,297,000 "," 123,297,000 "," $29,185,000 ",Health Care,Life Sciences Tools & Services,,,,,," 123,297,000 ",,
1089,1117,MTD,Year 3,12/31/2015," $2,395,447,000 ",2395447000.0," $1,043,454,000 "," $700,810,000 "," $119,076,000 "," 119,076,000 "," 119,076,000 "," $30,951,000 ",Health Care,Life Sciences Tools & Services,,,,,," 119,076,000 ",,
1090,1118,MTD,Year 4,12/31/2016," $2,508,257,000 ",2508257000.0," $1,072,670,000 "," $732,622,000 "," $119,968,000 "," 119,968,000 "," 119,968,000 "," $36,052,000 ",Health Care,Life Sciences Tools & Services,,,,,," 119,968,000 ",,
1091,1119,MU,Year 1,8/29/2013," $9,073,000,000 ",9073000000.0," $7,226,000,000 "," $554,000,000 "," $931,000,000 "," 931,000,000 "," 931,000,000 ", $-   ,Information Technology,Semiconductors,,,,,," 931,000,000 ",,
1092,1120,MU,Year 2,8/28/2014," $16,358,000,000 ",16358000000.0," $10,921,000,000 "," $939,000,000 "," $1,371,000,000 "," 1,371,000,000 "," 1,371,000,000 ", $-   ,Information Technology,Semiconductors,,,,,," 1,371,000,000 ",,
1093,1121,MU,Year 3,09-03-2015," $16,192,000,000 ",16192000000.0," $10,977,000,000 "," $674,000,000 "," $1,540,000,000 "," 1,540,000,000 "," 1,540,000,000 ", $-   ,Information Technology,Semiconductors,,,,,," 1,540,000,000 ",,
1094,1122,MU,Year 4,09-01-2016," $12,399,000,000 ",12399000000.0," $9,894,000,000 "," $653,000,000 "," $1,617,000,000 "," 1,617,000,000 "," 1,617,000,000 ", $-   ,Information Technology,Semiconductors,,,,,," 1,617,000,000 ",,
1095,1123,MUR,Year 1,12/31/2012," $4,608,563,000 ",4608563000.0," $1,079,136,000 "," $285,144,000 ", $-   , -   ,    ," $1,291,456,000 ",Energy,Integrated Oil & Gas,,,,,,    ,,
1096,1124,MUR,Year 2,12/31/2013," $5,312,686,000 ",5312686000.0," $1,252,812,000 "," $466,498,000 ", $-   , -   ,    ," $1,602,390,000 ",Energy,Integrated Oil & Gas,,,,,,    ,,
1097,1125,MUR,Year 3,12/31/2014," $5,288,933,000 ",5288933000.0," $1,089,888,000 "," $471,219,000 ", $-   , -   ,    ," $1,957,025,000 ",Energy,Integrated Oil & Gas,,,,,,    ,,
1098,1126,MUR,Year 4,12/31/2015," $2,787,116,000 ",2787116000.0," $832,306,000 "," $372,457,000 ", $-   , -   ,    ," $1,668,489,000 ",Energy,Integrated Oil & Gas,,,,,,    ,,
1099,1127,MYL,Year 1,12/31/2014," $7,719,600,000 ",7719600000.0," $4,191,600,000 "," $1,545,700,000 "," $581,800,000 "," 581,800,000 "," 581,800,000 ", $-   ,Health Care,Pharmaceuticals,,,,,," 581,800,000 ",,
1100,1128,MYL,Year 2,12/31/2015," $9,429,300,000 ",9429300000.0," $5,213,200,000 "," $2,180,700,000 "," $671,900,000 "," 671,900,000 "," 671,900,000 ", $-   ,Health Care,Pharmaceuticals,,,,,," 671,900,000 ",,
1101,1132,NBL,Year 1,12/31/2013," $5,015,000,000 ",5015000000.0," $844,000,000 "," $446,000,000 ", $-   , -   ,    ," $1,568,000,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,
1102,1133,NBL,Year 2,12/31/2014," $5,115,000,000 ",5115000000.0," $945,000,000 "," $495,000,000 ", $-   , -   ,    ," $1,759,000,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,
1103,1134,NBL,Year 3,12/31/2015," $3,183,000,000 ",3183000000.0," $979,000,000 "," $745,000,000 ", $-   , -   ,    ," $2,131,000,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,
1104,1135,NBL,Year 4,12/31/2016," $3,491,000,000 ",3491000000.0," $1,083,000,000 "," $233,000,000 ", $-   , -   ,    ," $2,454,000,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,
1105,1136,NDAQ,Year 1,12/31/2012," $3,023,000,000 ",3023000000.0," $1,446,000,000 "," $832,000,000 ", $-   , -   ,    ," $104,000,000 ",Financials,Diversified Financial Services,,,,,,    ,,
1106,1137,NDAQ,Year 2,12/31/2013," $3,100,000,000 ",3100000000.0," $1,316,000,000 "," $1,054,000,000 ", $-   , -   ,    ," $122,000,000 ",Financials,Diversified Financial Services,,,,,,    ,,
1107,1138,NDAQ,Year 3,12/31/2014," $3,383,000,000 ",3383000000.0," $1,433,000,000 "," $1,095,000,000 ", $-   , -   ,    ," $137,000,000 ",Financials,Diversified Financial Services,,,,,,    ,,
1108,1139,NDAQ,Year 4,12/31/2015," $3,292,000,000 ",3292000000.0," $1,313,000,000 "," $1,050,000,000 ", $-   , -   ,    ," $138,000,000 ",Financials,Diversified Financial Services,,,,,,    ,,
1109,1140,NEE,Year 1,12/31/2012," $14,256,000,000 ",14256000000.0," $8,276,000,000 "," $1,186,000,000 ", $-   , -   ,    ," $1,518,000,000 ",Utilities,MultiUtilities,,,,,,    ,,
1110,1141,NEE,Year 2,12/31/2013," $15,136,000,000 ",15136000000.0," $8,152,000,000 "," $1,280,000,000 ", $-   , -   ,    ," $2,163,000,000 ",Utilities,MultiUtilities,,,,,,    ,,
1111,1142,NEE,Year 3,12/31/2014," $17,021,000,000 ",17021000000.0," $8,751,000,000 "," $1,324,000,000 ", $-   , -   ,    ," $2,551,000,000 ",Utilities,MultiUtilities,,,,,,    ,,
1112,1143,NEE,Year 4,12/31/2015," $17,486,000,000 ",17486000000.0," $8,596,000,000 "," $1,399,000,000 ", $-   , -   ,    ," $2,831,000,000 ",Utilities,MultiUtilities,,,,,,    ,,
1113,1144,NEM,Year 1,12/31/2012," $9,964,000,000 ",9964000000.0," $4,334,000,000 "," $757,000,000 "," $704,000,000 "," 704,000,000 "," 704,000,000 "," $1,032,000,000 ",Materials,Gold,,,,,," 704,000,000 ",,
1114,1145,NEM,Year 2,12/31/2013," $8,414,000,000 ",8414000000.0," $5,299,000,000 "," $584,000,000 "," $469,000,000 "," 469,000,000 "," 469,000,000 "," $1,362,000,000 ",Materials,Gold,,,,,," 469,000,000 ",,
1115,1146,NEM,Year 3,12/31/2014," $7,292,000,000 ",7292000000.0," $4,457,000,000 "," $545,000,000 "," $325,000,000 "," 325,000,000 "," 325,000,000 "," $1,229,000,000 ",Materials,Gold,,,,,," 325,000,000 ",,
1116,1147,NEM,Year 4,12/31/2015," $7,729,000,000 ",7729000000.0," $4,312,000,000 "," $670,000,000 "," $289,000,000 "," 289,000,000 "," 289,000,000 "," $1,239,000,000 ",Materials,Gold,,,,,," 289,000,000 ",,
1117,1148,NFLX,Year 1,12/31/2013," $4,374,562,000 ",4374562000.0," $3,117,203,000 "," $650,243,000 "," $378,769,000 "," 378,769,000 "," 378,769,000 ", $-   ,Information Technology,Internet Software & Services,,,,,," 378,769,000 ",,
1118,1149,NFLX,Year 2,12/31/2014," $5,504,656,000 ",5504656000.0," $3,752,760,000 "," $876,927,000 "," $472,321,000 "," 472,321,000 "," 472,321,000 ", $-   ,Information Technology,Internet Software & Services,,,,,," 472,321,000 ",,
1119,1150,NFLX,Year 3,12/31/2015," $6,779,511,000 ",6779511000.0," $4,591,476,000 "," $1,231,421,000 "," $650,788,000 "," 650,788,000 "," 650,788,000 ", $-   ,Information Technology,Internet Software & Services,,,,,," 650,788,000 ",,
1120,1151,NFLX,Year 4,12/31/2016," $8,830,669,000 ",8830669000.0," $6,029,901,000 "," $1,568,877,000 "," $852,098,000 "," 852,098,000 "," 852,098,000 ", $-   ,Information Technology,Internet Software & Services,,,,,," 852,098,000 ",,
1121,1152,NFX,Year 1,12/31/2012," $1,562,000,000 ",1562000000.0," $413,000,000 "," $311,000,000 ", $-   , -   ,    ," $704,000,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,
1122,1153,NFX,Year 2,12/31/2013," $1,857,000,000 ",1857000000.0," $411,000,000 "," $311,000,000 ", $-   , -   ,    ," $685,000,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,
1123,1154,NFX,Year 3,12/31/2014," $2,288,000,000 ",2288000000.0," $485,000,000 "," $358,000,000 ", $-   , -   ,    ," $870,000,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,
1124,1155,NFX,Year 4,12/31/2015," $1,557,000,000 ",1557000000.0," $497,000,000 "," $5,204,000,000 ", $-   , -   ,    ," $917,000,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,
1125,1156,NKE,Year 1,5/31/2013," $25,313,000,000 ",25313000000.0," $14,279,000,000 "," $7,796,000,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1126,1157,NKE,Year 2,5/31/2014," $27,799,000,000 ",27799000000.0," $15,353,000,000 "," $8,766,000,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1127,1158,NKE,Year 3,5/31/2015," $30,601,000,000 ",30601000000.0," $16,534,000,000 "," $9,892,000,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1128,1159,NKE,Year 4,5/31/2016," $32,376,000,000 ",32376000000.0," $17,405,000,000 "," $10,469,000,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1129,1160,NLSN,Year 1,12/31/2013," $5,703,000,000 ",5703000000.0," $2,398,000,000 "," $1,815,000,000 ", $-   , -   ,    ," $510,000,000 ",Industrials,Research & Consulting Services,,,,,,    ,,
1130,1161,NLSN,Year 2,12/31/2014," $6,288,000,000 ",6288000000.0," $2,620,000,000 "," $1,917,000,000 ", $-   , -   ,    ," $573,000,000 ",Industrials,Research & Consulting Services,,,,,,    ,,
1131,1162,NLSN,Year 3,12/31/2015," $6,172,000,000 ",6172000000.0," $2,539,000,000 "," $1,915,000,000 ", $-   , -   ,    ," $574,000,000 ",Industrials,Research & Consulting Services,,,,,,    ,,
1132,1163,NLSN,Year 4,12/31/2016," $6,309,000,000 ",6309000000.0," $2,607,000,000 "," $1,851,000,000 ", $-   , -   ,    ," $603,000,000 ",Industrials,Research & Consulting Services,,,,,,    ,,
1133,1164,NOV,Year 1,12/31/2012," $17,194,000,000 ",17194000000.0," $12,151,000,000 "," $1,654,000,000 ", $-   , -   ,    , $-   ,Energy,Oil & Gas Equipment & Services,,,,,,    ,,
1134,1165,NOV,Year 2,12/31/2013," $19,221,000,000 ",19221000000.0," $14,117,000,000 "," $1,905,000,000 ", $-   , -   ,    , $-   ,Energy,Oil & Gas Equipment & Services,,,,,,    ,,
1135,1166,NOV,Year 3,12/31/2014," $21,440,000,000 ",21440000000.0," $15,631,000,000 "," $2,092,000,000 ", $-   , -   ,    , $-   ,Energy,Oil & Gas Equipment & Services,,,,,,    ,,
1136,1167,NOV,Year 4,12/31/2015," $14,757,000,000 ",14757000000.0," $11,694,000,000 "," $1,764,000,000 ", $-   , -   ,    , $-   ,Energy,Oil & Gas Equipment & Services,,,,,,    ,,
1137,1168,NSC,Year 1,12/31/2013," $11,245,000,000 ",11245000000.0," $4,070,000,000 "," $3,002,000,000 ", $-   , -   ,    ," $916,000,000 ",Industrials,Railroads,,,,,,    ,,
1138,1169,NSC,Year 2,12/31/2014," $11,624,000,000 ",11624000000.0," $4,201,000,000 "," $2,897,000,000 ", $-   , -   ,    ," $951,000,000 ",Industrials,Railroads,,,,,,    ,,
1139,1170,NSC,Year 3,12/31/2015," $10,511,000,000 ",10511000000.0," $3,662,000,000 "," $2,911,000,000 ", $-   , -   ,    ," $1,054,000,000 ",Industrials,Railroads,,,,,,    ,,
1140,1171,NSC,Year 4,12/31/2016," $9,888,000,000 ",9888000000.0," $3,045,000,000 "," $2,743,000,000 ", $-   , -   ,    ," $1,026,000,000 ",Industrials,Railroads,,,,,,    ,,
1141,1172,NTAP,Year 1,4/26/2013," $6,332,400,000 ",6332400000.0," $2,571,300,000 "," $2,247,400,000 "," $904,200,000 "," 904,200,000 "," 904,200,000 ", $-   ,Information Technology,Internet Software & Services,,,,,," 904,200,000 ",,
1142,1173,NTAP,Year 2,4/25/2014," $6,325,000,000 ",6325000000.0," $2,406,000,000 "," $2,179,000,000 "," $918,000,000 "," 918,000,000 "," 918,000,000 ", $-   ,Information Technology,Internet Software & Services,,,,,," 918,000,000 ",,
1143,1174,NTAP,Year 3,4/24/2015," $6,123,000,000 ",6123000000.0," $2,290,000,000 "," $2,197,000,000 "," $920,000,000 "," 920,000,000 "," 920,000,000 ", $-   ,Information Technology,Internet Software & Services,,,,,," 920,000,000 ",,
1144,1175,NTAP,Year 4,4/29/2016," $5,546,000,000 ",5546000000.0," $2,173,000,000 "," $2,099,000,000 "," $861,000,000 "," 861,000,000 "," 861,000,000 ", $-   ,Information Technology,Internet Software & Services,,,,,," 861,000,000 ",,
1145,1180,NUE,Year 1,12/31/2012," $19,429,273,000 ",19429273000.0," $17,915,735,000 "," $454,900,000 ", $-   , -   ,    , $-   ,Materials,Steel,,,,,,    ,,
1146,1181,NUE,Year 2,12/31/2013," $19,052,046,000 ",19052046000.0," $17,641,421,000 "," $467,904,000 ", $-   , -   ,    , $-   ,Materials,Steel,,,,,,    ,,
1147,1182,NUE,Year 3,12/31/2014," $21,105,141,000 ",21105141000.0," $19,198,615,000 "," $520,805,000 ", $-   , -   ,    , $-   ,Materials,Steel,,,,,,    ,,
1148,1183,NUE,Year 4,12/31/2015," $16,439,276,000 ",16439276000.0," $14,858,014,000 "," $458,989,000 ", $-   , -   ,    , $-   ,Materials,Steel,,,,,,    ,,
1149,1184,NVDA,Year 1,1/27/2013," $4,280,159,000 ",4280159000.0," $2,053,816,000 "," $430,822,000 "," $1,147,282,000 "," 1,147,282,000 "," 1,147,282,000 ", $-   ,Information Technology,Semiconductors,,,,,," 1,147,282,000 ",,
1150,1185,NVDA,Year 2,1/26/2014," $4,130,000,000 ",4130000000.0," $1,862,000,000 "," $436,000,000 "," $1,336,000,000 "," 1,336,000,000 "," 1,336,000,000 ", $-   ,Information Technology,Semiconductors,,,,,," 1,336,000,000 ",,
1151,1186,NVDA,Year 3,1/25/2015," $4,682,000,000 ",4682000000.0," $2,083,000,000 "," $480,000,000 "," $1,360,000,000 "," 1,360,000,000 "," 1,360,000,000 ", $-   ,Information Technology,Semiconductors,,,,,," 1,360,000,000 ",,
1152,1187,NVDA,Year 4,1/31/2016," $5,010,000,000 ",5010000000.0," $2,199,000,000 "," $602,000,000 "," $1,331,000,000 "," 1,331,000,000 "," 1,331,000,000 ", $-   ,Information Technology,Semiconductors,,,,,," 1,331,000,000 ",,
1153,1188,NWL,Year 1,12/31/2012," $5,508,500,000 ",5508500000.0," $3,414,400,000 "," $1,403,500,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Housewares & Specialties,,,,,,    ,,
1154,1189,NWL,Year 2,12/31/2013," $5,607,000,000 ",5607000000.0," $3,482,100,000 "," $1,399,500,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Housewares & Specialties,,,,,,    ,,
1155,1190,NWL,Year 3,12/31/2014," $5,727,000,000 ",5727000000.0," $3,523,600,000 "," $1,545,900,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Housewares & Specialties,,,,,,    ,,
1156,1191,NWL,Year 4,12/31/2015," $5,915,700,000 ",5915700000.0," $3,611,100,000 "," $1,626,000,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Housewares & Specialties,,,,,,    ,,
1157,1200,O,Year 1,12/31/2012," $484,581,000 ",484581000.0," $21,306,000 "," $38,123,000 ", $-   , -   ,    ," $147,515,000 ",Real Estate,Retail REITs,,,,,,    ,,
1158,1201,O,Year 2,12/31/2013," $780,209,000 ",780209000.0," $38,851,000 "," $56,881,000 ", $-   , -   ,    ," $306,769,000 ",Real Estate,Retail REITs,,,,,,    ,,
1159,1202,O,Year 3,12/31/2014," $933,505,000 ",933505000.0," $53,871,000 "," $51,085,000 ", $-   , -   ,    ," $374,661,000 ",Real Estate,Retail REITs,,,,,,    ,,
1160,1203,O,Year 4,12/31/2015," $1,023,285,000 ",1023285000.0," $55,352,000 "," $49,298,000 ", $-   , -   ,    ," $409,215,000 ",Real Estate,Retail REITs,,,,,,    ,,
1161,1204,OKE,Year 1,12/31/2012," $10,184,121,000 ",10184121000.0," $8,540,319,000 "," $491,725,000 ", $-   , -   ,    ," $205,334,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,
1162,1205,OKE,Year 2,12/31/2013," $11,871,879,000 ",11871879000.0," $10,222,213,000 "," $541,586,000 ", $-   , -   ,    ," $239,343,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,
